name,company_founded,company_relationship,company_type,demographics_gender,location_region,wealth_type,wealth_how_category,wealth_how_industry,wealth_how_inherited
Carol Jenkins Barnett,1930,relation,new,female,North America,inherited,Non-Traded Sectors,"Retail, Restaurant",father
Carrie Perrodo,1975,relation,new,female,Europe,inherited,0,Other,spouse/widow
Catherine Lozick,1947,relation,new,female,North America,inherited,Traded Sectors,Non-consumer industrial,father
Cesar Mata Pires,1976,founder,new,male,Latin America,privatized and resources,Non-Traded Sectors,Constrution,not inherited
Chaijudh Karnasuta,1958,founder,new,male,East Asia,privatized and resources,Non-Traded Sectors,Constrution,not inherited
Chairul Tanjung,1987,founder,new,male,East Asia,privatized and resources,Financial,Diversified financial,not inherited
Chan Laiwa,1988,founder,new,female,East Asia,self-made finance,Financial,Real Estate,not inherited
Chanchai Ruayrungruang,1984,founder,new,male,East Asia,founder non-finance,Traded Sectors,Consumer,not inherited
Chandru Raheja,1956,founder,new,male,South Asia,self-made finance,Financial,Real Estate,not inherited
Chang Pyung-Soon,1985,founder,new,male,East Asia,founder non-finance,0,Other,not inherited
Chang Yung Fa,1961,founder,new,male,East Asia,founder non-finance,0,Other,not inherited
Chao Kuang-Piu,1960,founder,new,male,East Asia,founder non-finance,Traded Sectors,Consumer,not inherited
Chao Teng-Hsiung,1969,founder,new,male,East Asia,self-made finance,Financial,Real Estate,not inherited
Charlene de Carvalho-Heineken,1864,relation,new,female,Europe,inherited,Traded Sectors,Consumer,father
Charles Brandes,1974,founder,new,male,North America,self-made finance,Financial,Money Management,not inherited
Charles Bronfman,1857,relation,new,male,North America,inherited,Traded Sectors,Consumer,father
Charles Butt,1905,relation,new,male,North America,inherited,Non-Traded Sectors,"Retail, Restaurant",3rd generation
Charles Cadogan,1712,relation,new,male,Europe,inherited,Financial,Real Estate,5th generation or longer
Charles Dolan,1972,founder,new,male,North America,founder non-finance,Non-Traded Sectors,Media,not inherited
Charles Dunstone,1989,founder,new,male,Europe,founder non-finance,Traded Sectors,Consumer,not inherited
Charles Ergen,1980,founder,new,male,North America,founder non-finance,Non-Traded Sectors,Media,not inherited
Charles Gates Jr,1911,relation,aquired,male,North America,inherited,Resource Related,Mining and metals,father
Charles Johnson,1947,relation,new,male,North America,inherited,Financial,Money Management,father
Charles Koch,1940,relation,new,male,North America,inherited,Financial,Diversified financial,father
Charles Munger,1839,vice-chairman,aquired,male,North America,executive,Traded Sectors,Consumer,not inherited
Charles Schwab,1971,founder,new,male,North America,self-made finance,Financial,Money Management,not inherited
Charles Simonyi,1975,head of Microsoft's application software group,new,male,North America,executive,New Sectors,Technology-Computer,not inherited
Charles Zegar,1981,founder,new,male,North America,founder non-finance,Non-Traded Sectors,Media,not inherited
Charlotte Colket Weber,1869,relation,aquired,female,North America,inherited,Traded Sectors,Consumer,3rd generation
Charoen Sirivadhanabhakdi,1941,founder,privatization,male,East Asia,privatized and resources,Traded Sectors,Consumer,not inherited
"Chase Coleman, III.",2000,founder,new,male,North America,self-made finance,Financial,Hedge funds,not inherited
Chatri Sophonpanich,1944,relation,new,male,East Asia,inherited,Financial,Money Management,not inherited
Che Fengsheng,2001,founder,new,male,East Asia,founder non-finance,New Sectors,Technology-Medical,not inherited
Chee Chen Tung,1969,relation,new,male,East Asia,inherited,Traded Sectors,Other,father
Chen Bang,0,founder,new,male,East Asia,self-made finance,Financial,Real Estate,not inherited
Chen Din Hwa,1954,founder,new,male,East Asia,self-made finance,Financial,Real Estate,not inherited
Chen Fashu,2000,investor,new,male,East Asia,self-made finance,Financial,Diversified financial,not inherited
Chen Jianhua,2002,chairman,new,male,East Asia,executive,Traded Sectors,Non-consumer industrial,not inherited
Chen Jinxia,1994,relation,new,female,East Asia,inherited,Financial,Diversified financial,spouse/widow
Chen Lip Keong,1995,founder,new,male,East Asia,privatized and resources,Financial,Real Estate,not inherited
Chen Miaolin,0,founder,,male,East Asia,self-made finance,Financial,Real Estate,not inherited
Chen Tianqiao,1999,founder,new,male,East Asia,founder non-finance,New Sectors,Technology-Computer,not inherited
Chen Yung-Tai,1965,founder,new,male,East Asia,self-made finance,Financial,Real Estate,not inherited
Chen Zemin,1992,founder,new,male,East Asia,founder non-finance,Traded Sectors,Consumer,not inherited
Cheng Yu-tung,1929,relation,new,male,East Asia,inherited,Financial,Diversified financial,father
Cheung Yan,1995,founder,new,female,East Asia,founder non-finance,Traded Sectors,Consumer,not inherited
Chey Jong-hyon,1953,founder,aquired,male,East Asia,self-made finance,Financial,Diversified financial,not inherited
Chey Tae-Won,1958,chariman,new,male,East Asia,inherited,Traded Sectors,Consumer,father
Chip Wilson,1998,founder,new,male,North America,founder non-finance,Traded Sectors,Consumer,not inherited
Cho Tak Wong,1987,CEO,new,male,East Asia,executive,Traded Sectors,Consumer,not inherited
Cho Yang-Rai,1941,relation,new,male,East Asia,inherited,Traded Sectors,Consumer,father
Choo Chong Ngen,1996,founder,new,male,East Asia,self-made finance,Financial,Real Estate,not inherited
Christian Oetker,1891,relation,new,male,Europe,inherited,Traded Sectors,Consumer,4th generation
Christoffel Wiese,1979,Exectuitve Director,aquired,male,Sub-Saharan Africa,executive,Non-Traded Sectors,"Retail, Restaurant",not inherited
Christoph Blocher,1936,Chairman and Chief Executive Officer,new,male,Europe,executive,Traded Sectors,Non-consumer industrial,not inherited
Christoph Henkel,1876,relation,new,male,Europe,inherited,Traded Sectors,Consumer,father
Christopher Burch,2004,founder,new,male,North America,founder non-finance,Traded Sectors,Consumer,not inherited
Christopher Cline,1985,founder,new,male,North America,privatized and resources,Resource Related,Mining and metals,not inherited
Christopher Goldsbury,1947,relation,new,male,North America,inherited,Traded Sectors,Consumer,father
Christopher Hohn,2003,founder,new,male,Europe,self-made finance,Financial,Hedge funds,not inherited
Christy Walton,1962,relation,new,female,North America,inherited,Non-Traded Sectors,"Retail, Restaurant",spouse/widow
Chu Lam Yiu,1990,founder and chairwoman,new,female,East Asia,founder non-finance,Traded Sectors,Consumer,not inherited
Chu Mang Yee,1992,chairman,new,male,East Asia,self-made finance,Financial,Real Estate,not inherited
Chung Eui-Sun,1967,relation/vice chairman,new,male,East Asia,inherited,Traded Sectors,Consumer,3rd generation
Chung Ju-yung,1946,founder,new,male,East Asia,self-made finance,Financial,Diversified financial,not inherited
Chung Mong-Joon,1967,relation,new,male,East Asia,inherited,Traded Sectors,Consumer,father
Chung Mong-Koo,1967,relation,new,male,East Asia,inherited,Traded Sectors,Consumer,father
Chung Yong-Jin,1930,relation,subsidiary,male,East Asia,inherited,Non-Traded Sectors,"Retail, Restaurant",3rd generation
Ciputra,1961,founder,new,male,East Asia,self-made finance,Financial,Real Estate,not inherited
Claude Dauphin,1993,founder,new,male,Europe,privatized and resources,Resource Related,Mining and metals,not inherited
Clayton Mathile,1946,former CEO,new,male,North America,executive,Traded Sectors,Consumer,not inherited
Clayton Riddell,1978,founder,new,male,North America,privatized and resources,Resource Related,Energy,not inherited
Clement Fayat,1957,founder,new,male,Europe,founder non-finance,Non-Traded Sectors,Constrution,not inherited
Clemmie Spangler Jr,1991,relation,new,male,North America,inherited,Financial,Money Management,father
"Clemmie Spangler, Jr.",1991,relation,new,male,North America,inherited,Financial,Diversified financial,father
Clive Calder,1975,founder,new,male,Europe,founder non-finance,Non-Traded Sectors,Media,not inherited
Conle famle,0,,,,Europe,,Non-Traded Sectors,"Retail, Restaurant",not inherited
Craig McCaw,1987,founder,new,male,North America,founder non-finance,Non-Traded Sectors,Media,not inherited
Cristina Green,1903,owner,aquired,female,Europe,executive,Non-Traded Sectors,"Retail, Restaurant",not inherited
Curt Engelhorn,1865,relation,new,male,Europe,inherited,New Sectors,Technology-Medical,4th generation
Curtis LeRoy Carlson,1938,founder,new,male,North America,founder non-finance,Non-Traded Sectors,"Retail, Restaurant",not inherited
Cyrus Poonawalla,1966,founder,new,male,South Asia,founder non-finance,New Sectors,Technology-Medical,not inherited
D. Leopoldo Del Pino y Calvo-Sotelo,1952,relation,new,male,Europe,inherited,Non-Traded Sectors,Constrution,father
Dagmar Dolby,1965,relation,new,female,North America,inherited,New Sectors,Technology-Computer,spouse/widow
Daisy Igel,1930,relation,new,female,Latin America,inherited,Resource Related,Energy,father
Dan Friedkin,1969,relation,new,male,North America,inherited,Non-Traded Sectors,"Retail, Restaurant",father
Dan Gertler,1996,founder,new,male,Middle East/North Africa,privatized and resources,Resource Related,Mining and metals,not inherited
Dan Olsson,1939,relation,new,male,Europe,inherited,Financial,Diversified financial,father
Dan Snyder,1988,founder,new,male,North America,founder non-finance,0,Other,not inherited
Dan Wilks,2002,founder,new,male,North America,privatized and resources,Resource Related,Energy,not inherited
Daniel Abraham,1940,founder,new,male,North America,founder non-finance,Traded Sectors,Consumer,not inherited
Daniel D'Aniello,1987,founder,new,male,North America,self-made finance,Financial,Private equity/leveraged buyout,not inherited
Daniel Gilbert,1985,founder,new,male,North America,self-made finance,Financial,Money Management,not inherited
"Daniel Harrison, III.",1921,relation,new,male,North America,inherited,Resource Related,Energy,3rd generation
Daniel Hirschfeld,1948,relation,new,male,North America,executive,0,0,not inherited
Daniel Loeb,1995,founder,new,male,North America,self-made finance,Financial,Hedge funds,not inherited
Daniel Mate,1974,leadership,new,male,Europe,privatized and resources,Resource Related,Mining and metals,not inherited
Daniel Och,1994,"founder, chairman, ceo",new,male,North America,self-made finance,Financial,Hedge funds,not inherited
Daniel Pritzker,1957,relation,aquired,male,North America,inherited,Financial,Real Estate,father
Daniel Roullier,1959,founder,new,male,Europe,founder non-finance,Traded Sectors,Consumer,not inherited
Daniel Ziff,1927,relation,new,male,North America,inherited,Financial,Diversified financial,3rd generation
Daniela Herz,1949,relation,new,female,Europe,inherited,Traded Sectors,Consumer,father
Danil Khachaturov,1921,chairman,privatization,male,Europe,privatized and resources,Financial,Hedge funds,not inherited
Dannine Avara,1968,relation,new,female,North America,inherited,Traded Sectors,Non-consumer industrial,father
Danny Tan Chee Sing,1990,founder,new,male,East Asia,self-made finance,Financial,Real Estate,not inherited
Dariusz Milek,1989,founder,new,male,Europe,self-made finance,Financial,Real Estate,not inherited
Darwin Deason,1988,founder,new,male,North America,founder non-finance,Non-Traded Sectors,"Retail, Restaurant",not inherited
Daryl Katz,1991,Chairman and Chief Executive Officer,franchise rights,male,North America,executive,Non-Traded Sectors,"Retail, Restaurant",not inherited
David & Frederick Barclay,1968,founder,new,male,Europe,founder non-finance,Non-Traded Sectors,Media,not inherited
David & Simon Reuben,1990,founder,new,male,Europe,self-made finance,Financial,Money Management,not inherited
David Azrieli,1985,founder,new,male,North America,self-made finance,Financial,Real Estate,not inherited
David Bonderman,1992,founder,new,male,North America,self-made finance,Financial,Private equity/leveraged buyout,not inherited
David Booth,1981,founder,new,male,North America,self-made finance,Financial,Money Management,not inherited
David Bromilow,1924,investor ,new,male,East Asia,executive,Non-Traded Sectors,Media,not inherited
David Cheriton,1998,investor,new,male,North America,executive,New Sectors,Technology-Computer,not inherited
David Chow,1997,Chairman and Chief Executive Officer,new,male,East Asia,self-made finance,Financial,Real Estate,not inherited
David Consunji,1954,founder,new,male,East Asia,founder non-finance,Non-Traded Sectors,Constrution,not inherited
David Duffield,1987,founder,new,male,North America,founder non-finance,New Sectors,Technology-Computer,not inherited
David Einhorn,1996,founder,new,male,North America,self-made finance,Financial,Hedge funds,not inherited
David Filo,1994,founder,new,male,North America,founder non-finance,New Sectors,Technology-Computer,not inherited
David Geffen,1970,founder,new,male,North America,founder non-finance,Non-Traded Sectors,Media,not inherited
David Gottesman,1964,founder,new,male,North America,self-made finance,Financial,Diversified financial,not inherited
David Green,1970,founder,new,male,North America,founder non-finance,Non-Traded Sectors,"Retail, Restaurant",not inherited
David Hains,1980,founder,new,male,North America,self-made finance,Financial,Money Management,not inherited
David Harding,1997,founder,new,male,Europe,self-made finance,Financial,Money Management,not inherited
David Koch,1940,relation,new,male,North America,inherited,Financial,Diversified financial,father
David Murdock,1851,Chairman and Chief Executive Officer,aquired,male,North America,executive,Traded Sectors,Consumer,not inherited
